SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,CATEGORY,SHARPE_RATIO_1Y,SHARPE_RATIO_3Y,SHARPE_RATIO_5Y,BETA_1Y,BETA_3Y,BETA_5Y,INFO_RATIO_3Y,INFO_RATIO_5Y
F000003WKP                    ,iShares Russell Top 200 ETF,iShares Russell Top 200 ETF,Allocation,5.42,1.03,1.5,0.93,1,0.98,0.34,-0.05771
F000003WKQ                    ,iShares Russell Top 200 Growth ETF,iShares Russell Top 200 Growth ETF,Allocation,5.46,1.22,1.61,1.11,1.01,0.99,0.64,0.1935
F000003WKR                    ,iShares Russell Top 200 Value ETF,iShares Russell Top 200 Value ETF,Allocation,2.31,0.71,1.22,1,1.01,1,-0.21,-0.43007
FEUSA0002J                    ,iShares S&P 100 ETF,iShares S&P 100 ETF,Allocation,4.91,0.97,1.41,0.92,1.02,0.98,0.02,-0.38135
F000002OK8                    ,iShares S&P 500 ETF,iShares S&P 500 ETF,Allocation,2.03,1.29,1.81,1.02,<null>,<null>,<null>,<null>
F00000JY1T                    ,iShares S&P 500 EUR Hedged UCITS ETF (Acc),iShares S&P 500 EUR Hedged UCITS ETF (Acc),Allocation,4.69,0.91,1.39,1.02,0.99,0.99,-2.39,-2.15807
F00000JY1U                    ,iShares S&P 500 GBP Hedged UCITS ETF (Acc),iShares S&P 500 GBP Hedged UCITS ETF (Acc),Allocation,4.82,0.89,1.39,0.98,0.99,0.99,-2.28,-1.75186
FEUSA0000F                    ,iShares S&P 500 Growth ETF,iShares S&P 500 Growth ETF,Allocation,5.61,1.08,1.54,0.93,0.99,0.99,-0.68,-0.45431
FOUSA00B6B                    ,iShares S&P 500 Index Fund Class K,iShares S&P 500 Index Fund,Allocation,5.09,1.02,1.5,0.98,1,1,-0.12,-0.35991
F0GBR04OVJ                    ,iShares S&P 500 UCITS ETF USD (Dist),iShares S&P 500 UCITS ETF,Allocation,5.01,0.96,1.44,0.97,0.99,0.99,-0.85,-1.10336
FEUSA0000G                    ,iShares S&P 500 Value ETF,iShares S&P 500 Value ETF,Allocation,2.33,0.79,1.3,1.09,1,0.99,0.47,-0.05019
FEUSA0000I                    ,iShares S&P Mid-Cap 400 Growth ETF,iShares S&P Mid-Cap 400 Growth ETF,Allocation,3.53,1.05,1.29,1.03,0.87,0.95,0.29,-0.12282
FEUSA0000J                    ,iShares S&P Mid-Cap 400 Value ETF,iShares S&P Mid-Cap 400 Value ETF,Allocation,1.73,0.73,1.17,1.47,1.13,1.13,0.26,0.11987
F000002OKA                    ,iShares S&P Mid-Cap ETF,iShares S&P Mid-Cap ETF,Allocation,1.49,1.17,1.66,1.3,<null>,<null>,<null>,<null>
F000001VPR                    ,iShares S&P Small Cap 600 UCITS ETF USD (Dist),iShares S&P Small Cap 600 UCITS ETF USD (Dist),Allocation,1.72,0.81,1.13,1.18,0.96,0.95,0.35,0.37728
FEUSA0000L                    ,iShares S&P Small-Cap 600 Growth ETF,iShares S&P Small-Cap 600 Growth ETF,Allocation,1.99,0.93,1.2,1.41,0.85,0.87,0.34,0.17117
FEUSA0000M                    ,iShares S&P Small-Cap 600 Value ETF,iShares S&P Small-Cap 600 Value ETF,Allocation,1.52,0.74,1.1,1.01,1.02,0.99,0.41,0.84173
F000002OKB                    ,iShares S&P Small-Cap ETF,iShares S&P Small-Cap ETF,Allocation,1.29,1.07,1.48,1.62,<null>,<null>,<null>,<null>
F00000LMA1                    ,iShares S&P/ASX 20 ETF,iShares S&P/ASX 20 ETF,Allocation,1.37,0.24,0.66,1.14,1.07,1.08,-1.21,-0.59185
F00000LMA2                    ,iShares S&P/ASX Dividend Opportunities ETF,iShares S&P/ASX Dividend Opportunities ETF,Allocation,1.62,0.17,0.51,0.91,1.01,1.01,-1.12,-0.85757
F00000LMA3                    ,iShares S&P/ASX Small Ordinaries ETF,iShares S&P/ASX Small Ordinaries ETF,Allocation,1.55,0.77,0.44,0.98,0.99,0.99,-1.54,-1.79182
FOUSA06AYW                    ,iShares S&P/TSX 60 Index ETF,iShares S&P/TSX 60 Index ETF,Allocation,2.09,0.82,1.11,1.12,1,0.99,0.34,0.37925
F0000000HX                    ,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF Advisor Class,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF,Allocation,1.12,0.35,0.78,1.42,1,0.9,-0.56,-0.3176
F0000000HW                    ,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF Common Class,iShares S&P/TSX Canadian Dividend Aristocrats Index ETF,Allocation,1.35,0.48,0.89,1.38,0.99,0.89,-0.34,-0.14213
FOUSA06C3S                    ,iShares S&P/TSX Canadian Preferred Share Index ETF Advisor Class,iShares S&P/TSX Canadian Preferred Share Index ETF,Allocation,2.18,0.01,0.06,1.04,<null>,<null>,<null>,<null>
FOUSA06C3R                    ,iShares S&P/TSX Canadian Preferred Share Index ETF Common Class,iShares S&P/TSX Canadian Preferred Share Index ETF,Allocation,2.29,0.06,0.12,1.03,<null>,<null>,<null>,<null>
F00000MCO2                    ,iShares S&P/TSX Capped Consumer Staples Index ETF,iShares S&P/TSX Capped Consumer Staples Index ETF,Allocation,0.05,1.06,1.64,22.25,41.4,39.47,1.07,1.61977
FOUSA06AYY                    ,iShares S&P/TSX Capped Energy Index ETF,iShares S&P/TSX Capped Energy Index ETF,Allocation,-0.14,-0.3,-0.12,1,<null>,<null>,<null>,<null>
FOUSA06AYZ                    ,iShares S&P/TSX Capped Financials Index ETF,iShares S&P/TSX Capped Financials Index ETF,Allocation,2.41,0.86,1.34,0.52,0.38,0.42,-0.31,-0.35331
FOUSA06AZ2                    ,iShares S&P/TSX Capped Information Technology Index ETF,iShares S&P/TSX Capped Information Technology Index ETF,Allocation,1.88,1.05,1.48,23.88,31.67,33.45,1.05,1.46941
FOUSA06AZ3                    ,iShares S&P/TSX Capped Materials Index ETF,iShares S&P/TSX Capped Materials Index ETF,Allocation,-0.15,0.33,-0.15,0.42,1.18,1.24,0.51,-0.11273
FOUSA06AZ4                    ,iShares S&P/TSX Capped REIT Index ETF,iShares S&P/TSX Capped REIT Index ETF,Allocation,1.32,0.4,0.41,<null>,<null>,<null>,<null>,<null>
F00000MCO1                    ,iShares S&P/TSX Capped Utilities Index ETF,iShares S&P/TSX Capped Utilities Index ETF,Allocation,0.86,0.74,0.59,31.81,37.34,19.11,0.75,0.57122
FOUSA06AZ5                    ,iShares S&P/TSX Completion Index ETF,iShares S&P/TSX Completion Index ETF,Allocation,1.98,0.43,0.65,1,1,1,-7.44,-8.8502
F00000MCO3                    ,iShares S&P/TSX Composite High Dividend Index ETF,iShares S&P/TSX Composite High Dividend Index ETF,Allocation,2.05,0.41,0.83,0.93,1.04,0.93,-0.43,-0.26552
F00000MCO0                    ,iShares S&P/TSX Global Base Metals Index ETF,iShares S&P/TSX Global Base Metals Index ETF,Allocation,0.95,0.25,0.21,1.24,1.35,1.12,0.35,0.3814
FOUSA06AZ0                    ,iShares S&P/TSX Global Gold Index ETF,iShares S&P/TSX Global Gold Index ETF,Allocation,-0.56,0.49,-0.1,1,1,1,-6.71,-4.29296
F00000LJZL                    ,iShares S&P/TSX North American Preferred Stock Index ETF (CAD-Hedged),iShares S&P/TSX North American Preferred Stock Index ETF (CAD-Hedged),Allocation,1.82,0.34,0.5,0.68,<null>,<null>,<null>,<null>
FOUSA06IHP                    ,iShares S&P/TSX Small Cap Index ETF,iShares S&P/TSX Small Cap Index ETF,Allocation,0.69,0.44,0.32,1.47,1.46,1.46,0.25,-0.22776
F0000043RU                    ,iShares S&P/VALMER Mexico CETETRAC,iShares S&P/VALMER Mexico CETETRAC,Allocation,12.01,6.86,8.32,0.1,0.06,0.04,-0.27,-0.27532
F0000043RV                    ,iShares S&P/VALMER Mexico M10TRAC,iShares S&P/VALMER Mexico M10TRAC,Allocation,0.05,0.34,0.54,2.22,1.89,1.74,-0.63,-0.34102
F0000043RW                    ,iShares S&P/VALMER Mexico M5TRAC,iShares S&P/VALMER Mexico M5TRAC,Allocation,0.79,0.65,1.28,0.89,0.68,0.57,-0.89,-0.33841
F0000043RX                    ,iShares S&P/VALMER Mexico UDITRAC,iShares S&P/VALMER Mexico UDITRAC,Allocation,1.45,0.78,0.48,1.04,1.56,2.02,-0.02,-0.22371
F000000KGA                    ,iShares SLI (CH),iShares SLI (CH),Allocation,4.45,0.67,1.02,0.85,<null>,<null>,<null>,<null>
F0GBR04J5P                    ,iShares SLI UCITS ETF (DE),iShares SLI UCITS ETF (DE),Allocation,4.29,0.63,0.98,0.84,<null>,<null>,<null>,<null>
F0GBR04C0W                    ,iShares SMI (CH),iShares SMI (CH),Allocation,3.5,0.48,0.96,1.07,<null>,<null>,<null>,<null>
F0GBR05RZ5                    ,iShares SMIM (CH),iShares SMIM (CH),Allocation,4.13,1.33,1.67,0.9,<null>,<null>,<null>,<null>
F0GBR04SHO                    ,iShares STOXX Europe 50 UCITS ETF EUR (Dist),iShares STOXX Europe 50 UCITS ETF,Allocation,2,0.52,0.78,1.16,1.01,1,-0.92,-0.92772
F0GBR04J6L                    ,iShares STOXX Europe 50 UCITS ETF (DE),iShares STOXX Europe 50 UCITS ETF (DE),Allocation,1.94,0.51,0.77,1.16,1.01,0.99,-0.88,-0.88413
F0GBR05Q1X                    ,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),Allocation,1.69,0.6,0.82,0.33,1.5,1.29,0.29,0.34954
F0GBR04J5X                    ,iShares STOXX Europe 600 Banks UCITS ETF (DE),iShares STOXX Europe 600 Banks UCITS ETF (DE),Allocation,2.33,0.22,0.48,0.58,1.17,1.1,-0.35,-0.26744
F0GBR055UX                    ,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),Allocation,1.83,0.42,0.26,1.76,1.45,1.36,0.15,-0.03312
F0GBR05Q1Z                    ,iShares STOXX Europe 600 Chemicals UCITS ETF (DE),iShares STOXX Europe 600 Chemicals UCITS ETF (DE),Allocation,1.99,0.71,0.84,-0.34,0.52,0.5,0.14,0.37214
F0GBR05Q20                    ,iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),Allocation,2.09,1.18,1.27,-0.49,0.42,0.5,0.45,0.76949
F0GBR05Q26                    ,iShares STOXX Europe 600 Financial Services UCITS ETF (DE),iShares STOXX Europe 600 Financial Services UCITS ETF (DE),Allocation,3.16,0.92,1.25,0.11,0.79,0.83,0.45,0.56453
F0GBR05Q46                    ,iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),Allocation,1.44,0.79,0.92,1.26,0.9,0.81,0.17,-0.09581
F0GBR04J5R                    ,iShares STOXX Europe 600 Health Care UCITS ETF (DE),iShares STOXX Europe 600 Health Care UCITS ETF (DE),Allocation,1.13,0.39,0.9,1.01,0.99,0.88,-0.03,-0.19892
F0GBR05Q47                    ,iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),Allocation,2.94,0.97,1.06,-0.47,0.49,0.49,0.32,0.53713
F0GBR05Q1Y                    ,iShares STOXX Europe 600 Insurance UCITS ETF (DE),iShares STOXX Europe 600 Insurance UCITS ETF (DE),Allocation,2.7,0.71,1.07,0.64,0.79,0.78,0.21,0.31756
F0GBR05Q21                    ,iShares STOXX Europe 600 Media UCITS ETF (DE),iShares STOXX Europe 600 Media UCITS ETF (DE),Allocation,0.42,0.45,0.95,0.62,0.47,0.47,0.24,0.34241
F0GBR05Q25                    ,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),Allocation,1.02,0.34,0.28,0.88,0.86,0.83,0.83,0.33302
F0GBR04GC9                    ,iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),Allocation,1.81,1.09,1.15,1.3,1.07,0.96,0.66,0.31963
F0000000HN                    ,iShares STOXX Europe 600 Real Estate UCITS ETF (DE),iShares STOXX Europe 600 Real Estate UCITS ETF (DE),Allocation,0.86,0.43,0.7,1.16,1.06,1.06,-1.61,-1.19166
F0GBR05Q22                    ,iShares STOXX Europe 600 Retail UCITS ETF (DE),iShares STOXX Europe 600 Retail UCITS ETF (DE),Allocation,0.34,0.4,0.46,0.92,0.9,0.87,-0.27,-0.58495
F0GBR04J5T                    ,iShares STOXX Europe 600 Technology UCITS ETF (DE),iShares STOXX Europe 600 Technology UCITS ETF (DE),Allocation,2.81,1.08,1.2,0.6,0.9,0.92,0.05,-0.05279
F0GBR04J6H                    ,iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),Allocation,0.28,0.21,0.65,1.09,0.81,0.81,0.03,0.17324
F0GBR05Q24                    ,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),Allocation,1.75,0.76,1.12,0.95,0.71,0.66,0.21,0.28696
F0GBR05V6L                    ,iShares STOXX Europe 600 UCITS ETF (DE),iShares STOXX Europe 600 UCITS ETF (DE),Allocation,2.43,0.71,0.99,1,1.01,1.01,0.54,0.70723
F0GBR05Q23                    ,iShares STOXX Europe 600 Utilities UCITS ETF (DE),iShares STOXX Europe 600 Utilities UCITS ETF (DE),Allocation,0.93,0.28,0.62,1.2,0.91,0.78,-0.23,-0.07447
F0GBR05V6P                    ,iShares STOXX Europe Large 200 UCITS ETF (DE),iShares STOXX Europe Large 200 UCITS ETF (DE),Allocation,2.21,0.62,0.91,1.04,1.01,1.01,-0.7,-0.2514
F0GBR05V6O                    ,iShares STOXX Europe Mid 200 UCITS ETF (DE),iShares STOXX Europe Mid 200 UCITS ETF (DE),Allocation,3.22,1.04,1.28,1.01,<null>,<null>,<null>,<null>
F0GBR05VTJ                    ,iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),Allocation,1.52,0.7,0.95,1.06,<null>,<null>,<null>,<null>
F0GBR05V6N                    ,iShares STOXX Europe Small 200 UCITS ETF (DE),iShares STOXX Europe Small 200 UCITS ETF (DE),Allocation,2.93,0.96,1.11,1.13,<null>,<null>,<null>,<null>
F000005GVD                    ,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),iShares STOXX Global Select Dividend 100 UCITS ETF (DE),Allocation,1.29,0.77,1.11,0.6,0.61,0.54,0.12,0.07129
FEUSA04ABY                    ,iShares Select Dividend ETF,iShares Select Dividend ETF,Allocation,3.22,1.25,1.49,0.6,0.62,0.73,0.26,-0.1017
FOUSA069WT                    ,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF,Allocation,-4.08,-2.46,-2.62,0.05,0.04,0.03,-0.51,-0.53893
F00000O94A                    ,iShares Spain Govt Bond UCITS ETF EUR (Dist),iShares Spain Govt Bond UCITS ETF EUR (Dist),Allocation,0.17,0.77,1.54,0.79,0.93,1,0.3,1.20048
F000003WOU                    ,iShares Swiss Domestic Government Bond 1-3 (CH),iShares Swiss Domestic Government Bond 1-3 (CH),Allocation,-1.06,0.27,-0.08,0.74,<null>,<null>,<null>,<null>
F0GBR04VQ8                    ,iShares Swiss Domestic Government Bond 3-7 (CH),iShares Swiss Domestic Government Bond 3-7 (CH),Allocation,-0.31,0.56,0.45,0.9,0.97,0.87,-0.46,-0.447
F0GBR04VL9                    ,iShares Swiss Domestic Government Bond 7-15 (CH),iShares Swiss Domestic Government Bond 7-15 (CH),Allocation,-0.42,0.59,0.52,2.4,1.98,1.95,0.49,0.47672
FEUSA04ABZ                    ,iShares TIPS Bond ETF,iShares TIPS Bond ETF,Allocation,-0.45,0.2,-0.14,1,1,1,-1.49,-1.26693
F0GBR04J6B                    ,iShares TecDAX UCITS ETF (DE),iShares TecDAX UCITS ETF (DE),Allocation,3.28,1.67,1.74,1.14,<null>,<null>,<null>,<null>
FEUSA04ABT                    ,iShares Transportation Average ETF,iShares Transportation Average ETF,Allocation,1.44,0.36,1.09,1.38,1.1,1,-0.68,-0.08705
F00000NYTG                    ,iShares Treasury ETF,iShares Treasury ETF,Allocation,-0.08,0.8,0.89,1.2,1.25,1.23,-0.46,-0.91122
FEUSA04AFK                    ,iShares U.S. Aerospace & Defense ETF,iShares U.S. Aerospace & Defense ETF,Allocation,3.02,1.43,1.85,0.93,0.89,0.87,1.05,0.97332
FOUSA00B54                    ,iShares U.S. Aggregate Bond Index Fund Class K,iShares U.S. Aggregate Bond Index Fund,Allocation,-0.09,0.59,0.49,1,1.01,1.01,-0.87,-1.18937
F00000LXVI                    ,iShares U.S. Aggregate Bond Index Fund Institutional Shares,iShares U.S. Aggregate Bond Index Fund,Allocation,-0.1,0.58,0.48,0.99,1.01,1.01,-1.17,-1.47473
F00000LXVH                    ,iShares U.S. Aggregate Bond Index Fund Investor A Shares,iShares U.S. Aggregate Bond Index Fund,Allocation,-0.18,0.5,0.4,1.02,1.02,1.02,-2.19,-2.54047
FEUSA0000Q                    ,iShares U.S. Basic Materials ETF,iShares U.S. Basic Materials ETF,Allocation,3.1,0.49,0.69,0.44,0.67,0.67,0.97,0.87979
FEUSA04AFH                    ,iShares U.S. Broker-Dealers & Securities Exchanges ETF,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Allocation,2,0.77,1.23,1.07,1.22,1.2,0.2,0.57335
FEUSA0000S                    ,iShares U.S. Consumer Goods ETF,iShares U.S. Consumer Goods ETF,Allocation,1.36,0.86,1.27,0.75,0.85,0.88,0.22,0.2195
FEUSA0000R                    ,iShares U.S. Consumer Services ETF,iShares U.S. Consumer Services ETF,Allocation,2.18,0.89,1.33,0.98,0.94,0.95,-0.62,-0.37703
FOUSA069WZ                    ,iShares U.S. Credit Bond ETF,iShares U.S. Credit Bond ETF,Allocation,0.57,0.76,0.62,1,0.96,0.99,-1.41,-1.31909
FEUSA0000T                    ,iShares U.S. Energy ETF,iShares U.S. Energy ETF,Allocation,0.09,-0.31,0.07,0.98,1,1.01,-1.31,-0.55113
FEUSA00011                    ,iShares U.S. Financial Services ETF,iShares U.S. Financial Services ETF,Allocation,2.16,0.76,1.13,0.99,1.16,1.15,0.01,0.1884
FEUSA0000U                    ,iShares U.S. Financials ETF,iShares U.S. Financials ETF,Allocation,2.44,0.87,1.3,0.66,0.84,0.87,-0.65,-0.57972
FEUSA0000V                    ,iShares U.S. Healthcare ETF,iShares U.S. Healthcare ETF,Allocation,2.86,0.63,1.33,1.05,1.03,1.04,-0.71,-0.46892
FEUSA04AFE                    ,iShares U.S. Healthcare Providers ETF,iShares U.S. Healthcare Providers ETF,Allocation,2.39,0.73,1.34,1.03,0.82,0.81,0.12,0.0034
F00000OP7A                    ,iShares U.S. High Dividend Equity Index ETF (CAD-Hedged),iShares U.S. High Dividend Equity Index ETF (CAD-Hedged),Allocation,1.62,0.68,1.09,0.2,0.27,0.34,-0.78,-0.92111
F000005PNJ                    ,iShares U.S. High Yield Bond Index ETF (CAD-Hedged),iShares U.S. High Yield Bond Index ETF (CAD-Hedged),Allocation,2.34,0.57,0.84,<null>,<null>,<null>,<null>,<null>
F000005NUH                    ,iShares U.S. High Yield Fixed Income Index ETF (CADHedged) Advisor Class,iShares U.S. High Yield Fixed Income Index ETF (CAD-Hedged),Allocation,2.32,0.44,0.67,<null>,<null>,<null>,<null>,<null>
F000005NUI                    ,iShares U.S. High Yield Fixed Income Index ETF (CADHedged) Common Class,iShares U.S. High Yield Fixed Income Index ETF (CAD-Hedged),Allocation,2.62,0.54,0.77,<null>,<null>,<null>,<null>,<null>
FEUSA04AFL                    ,iShares U.S. Home Construction ETF,iShares U.S. Home Construction ETF,Allocation,4.3,1.06,0.81,0.7,1.11,1.16,0.6,-0.03061
F000005PNI                    ,iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged),iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged),Allocation,0.4,0.63,0.57,<null>,<null>,<null>,<null>,<null>
FEUSA0000W                    ,iShares U.S. Industrials ETF,iShares U.S. Industrials ETF,Allocation,3.45,1.01,1.4,0.75,0.96,0.96,0.44,0.04009
FEUSA04AFI                    ,iShares U.S. Insurance ETF,iShares U.S. Insurance ETF,Allocation,2.21,0.92,1.23,0.59,0.81,0.88,-0.23,-0.1616
FEUSA04AFF                    ,iShares U.S. Medical Devices ETF,iShares U.S. Medical Devices ETF,Allocation,2.82,1.33,1.64,0.51,0.9,0.89,1.28,0.53546
FEUSA04AFB                    ,iShares U.S. Oil & Gas Exploration & Production ETF,iShares U.S. Oil & Gas Exploration & Production ETF,Allocation,0.19,-0.25,0.1,1.27,1.29,1.26,-0.15,0.08936
FEUSA04AFC                    ,iShares U.S. Oil Equipment & Services ETF,iShares U.S. Oil Equipment & Services ETF,Allocation,-0.22,-0.48,-0.14,1.77,1.46,1.42,-0.67,-0.44784
FEUSA04AFD                    ,iShares U.S. Pharmaceuticals ETF,iShares U.S. Pharmaceuticals ETF,Allocation,1.12,0.2,0.87,1.35,1.28,1.2,-0.74,-0.47797
FOUSA06BRX                    ,iShares U.S. Preferred Stock ETF,iShares U.S. Preferred Stock ETF,Allocation,0.77,1.05,1.17,0.91,1,0.88,-1.72,-0.5917
FEUSA00013                    ,iShares U.S. Real Estate ETF,iShares U.S. Real Estate ETF,Allocation,1.15,0.51,0.69,0.85,0.9,0.91,0.21,-0.27347
FEUSA04AFJ                    ,iShares U.S. Regional Banks ETF,iShares U.S. Regional Banks ETF,Allocation,1.42,0.76,0.97,1.28,1.2,1.14,0.15,-0.11785
FOUSA06IHQ                    ,iShares U.S. Small Cap Index ETF (CAD-Hedged),iShares U.S. Small Cap Index ETF (CAD-Hedged),Allocation,1.98,0.68,1,0.71,0.73,0.82,-0.53,-0.60998
FEUSA0000X                    ,iShares U.S. Technology ETF,iShares U.S. Technology ETF,Allocation,3.48,1.15,1.45,1.03,1.02,1,-0.48,-0.64133
FEUSA0000Y                    ,iShares U.S. Telecommunications ETF,iShares U.S. Telecommunications ETF,Allocation,-0.05,0.18,0.53,0.22,0.55,0.59,-0.01,0.16169
F00000NFM1                    ,iShares U.S. Treasury Bond ETF,iShares U.S. Treasury Bond ETF,Allocation,-0.57,0.29,0.23,1.03,1.03,1.03,-0.7,-0.84117
FEUSA0000Z                    ,iShares U.S. Utilities ETF,iShares U.S. Utilities ETF,Allocation,1.31,0.81,0.93,1.01,1,0.99,-1.58,-0.83419
